// Data mode  : Full
// Transmission speed  : 50Hz
// Accelerometer sensor's range  : 2g
// Gyroscope sensor's range  : 250dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,EOG_L,EOG_R,EOG_H,EOG_V
,1947,2018/03/15 00:38:07.35,926,3096,-16178,-331,-155,-25,-71,66,-137,2
,1948,2018/03/15 00:38:07.37,904,3099,-16064,-312,-82,-109,-74,58,-132,8
,1949,2018/03/15 00:38:07.39,934,3167,-16046,-342,-43,-226,-81,51,-132,15
,1950,2018/03/15 00:38:07.41,934,3091,-16120,-418,-43,-328,-82,53,-135,14
,1951,2018/03/15 00:38:07.43,910,3181,-16140,-394,-160,-388,-84,59,-143,12
,1952,2018/03/15 00:38:07.45,826,3094,-16139,-367,-210,-434,-102,37,-139,32
,1953,2018/03/15 00:38:07.47,836,3130,-16093,-283,-277,-415,-99,56,-155,21
,1954,2018/03/15 00:38:07.49,621,3179,-16085,-331,-288,-440,-96,58,-154,19
,1955,2018/03/15 00:38:07.51,591,3268,-15958,-420,-330,-444,-94,50,-144,22
,1956,2018/03/15 00:38:07.53,514,3353,-15985,-405,-237,-497,-100,50,-150,25
,1957,2018/03/15 00:38:07.55,593,3269,-16031,-325,-204,-590,-92,62,-154,15
,1958,2018/03/15 00:38:07.57,560,3408,-16067,-115,-232,-650,-88,71,-159,8
,1959,2018/03/15 00:38:07.59,487,3455,-16096,11,-210,-739,-76,87,-163,-5
,1960,2018/03/15 00:38:07.61,550,3457,-16125,73,-146,-839,-70,101,-171,-15
,1961,2018/03/15 00:38:07.63,544,3397,-16117,129,-132,-882,-63,107,-170,-22
,1962,2018/03/15 00:38:07.65,649,3377,-16051,168,-122,-881,-60,116,-176,-28
,1963,2018/03/15 00:38:07.67,633,3238,-16169,278,-126,-830,-61,120,-181,-29
,1964,2018/03/15 00:38:07.69,689,3141,-16147,410,-206,-726,-45,130,-175,-42
,1965,2018/03/15 00:38:07.71,601,3124,-16168,521,-359,-540,-36,127,-163,-45
,1966,2018/03/15 00:38:07.73,455,2980,-16281,552,-574,-337,-42,117,-159,-37
,1967,2018/03/15 00:38:07.75,426,2872,-16249,624,-815,-105,-28,123,-151,-47
,1968,2018/03/15 00:38:07.77,250,2819,-16152,597,-1005,111,-38,109,-147,-35
,1969,2018/03/15 00:38:07.79,284,2966,-15899,499,-931,205,-48,109,-157,-30
,1970,2018/03/15 00:38:07.81,221,3036,-15884,301,-669,175,-39,120,-159,-40
,1971,2018/03/15 00:38:07.83,282,3036,-15816,164,-371,133,-36,122,-158,-43
,1972,2018/03/15 00:38:07.85,343,3041,-15856,38,-34,37,-32,116,-148,-42
,1973,2018/03/15 00:38:07.87,355,3099,-16034,15,172,-73,-35,110,-145,-37
,1974,2018/03/15 00:38:07.89,444,2990,-16059,43,256,-154,-44,109,-153,-32
,1975,2018/03/15 00:38:07.91,507,2954,-16133,82,330,-229,-39,103,-142,-32
,1976,2018/03/15 00:38:07.93,480,2996,-16128,57,366,-283,-51,94,-145,-21
,1977,2018/03/15 00:38:07.95,631,3120,-16112,-7,362,-382,-50,92,-142,-21
,1978,2018/03/15 00:38:07.97,569,3156,-16136,-186,293,-508,-64,77,-141,-6
,1979,2018/03/15 00:38:07.99,539,3251,-16306,-378,141,-616,-80,52,-132,14
,1980,2018/03/15 00:38:08.01,363,3231,-16244,-514,-82,-693,-102,16,-118,43
,1981,2018/03/15 00:38:08.03,275,3023,-16139,-490,-256,-676,-127,-5,-122,66
,1982,2018/03/15 00:38:08.05,126,2960,-15977,-252,-346,-578,-103,28,-131,37
,1983,2018/03/15 00:38:08.07,-20,3028,-16007,-21,-195,-504,-45,96,-141,-25
,1984,2018/03/15 00:38:08.09,25,3144,-16059,77,31,-470,-22,115,-137,-46
,1985,2018/03/15 00:38:08.11,-42,3155,-15944,64,194,-485,-3,119,-122,-58
,1986,2018/03/15 00:38:08.13,25,3154,-16031,32,282,-530,-4,115,-119,-55
,1987,2018/03/15 00:38:08.15,183,3226,-16004,-39,333,-626,-15,104,-119,-44
,1988,2018/03/15 00:38:08.17,312,3250,-16024,-169,390,-751,-37,85,-122,-24
,1989,2018/03/15 00:38:08.19,435,3213,-16057,-297,343,-854,-66,38,-104,14
,1990,2018/03/15 00:38:08.21,552,3139,-16054,-367,333,-911,-102,0,-102,51
,1991,2018/03/15 00:38:08.23,598,3121,-16117,-228,277,-903,-100,18,-118,41
,1992,2018/03/15 00:38:08.25,585,3194,-16095,-120,265,-866,-54,73,-127,-9
,1993,2018/03/15 00:38:08.27,683,3121,-16048,-33,187,-767,-23,117,-140,-47
,1994,2018/03/15 00:38:08.29,729,3063,-16092,8,162,-637,-20,133,-153,-56
,1995,2018/03/15 00:38:08.31,775,2997,-15987,113,104,-459,-16,128,-144,-56
,1996,2018/03/15 00:38:08.33,855,3146,-16110,130,130,-305,-7,125,-132,-59
,1997,2018/03/15 00:38:08.35,829,3014,-16220,26,174,-187,-21,112,-133,-45
,1998,2018/03/15 00:38:08.37,788,3105,-16151,-56,39,-57,-23,112,-135,-44
,1999,2018/03/15 00:38:08.39,767,3184,-16127,-197,-36,12,-23,116,-139,-46
,2000,2018/03/15 00:38:08.41,746,3257,-16117,-327,-140,40,-29,112,-141,-41
,2001,2018/03/15 00:38:08.43,666,3351,-16093,-409,-228,38,-34,96,-130,-31
,2002,2018/03/15 00:38:08.45,625,3407,-16082,-403,-260,7,-33,89,-122,-28
,2003,2018/03/15 00:38:08.47,628,3399,-15948,-273,-238,-44,-45,86,-131,-20
,2004,2018/03/15 00:38:08.49,582,3494,-16052,-126,-132,-128,-54,84,-138,-15
,2005,2018/03/15 00:38:08.51,474,3415,-16219,31,-95,-195,-62,74,-136,-6
,2006,2018/03/15 00:38:08.53,514,3380,-16297,89,-44,-244,-58,78,-136,-10
,2007,2018/03/15 00:38:08.55,420,3381,-16324,52,-23,-275,-49,94,-143,-22
,2008,2018/03/15 00:38:08.57,339,3417,-16169,-20,-9,-311,-47,92,-139,-22
,2009,2018/03/15 00:38:08.59,417,3294,-16002,32,-60,-333,-48,85,-133,-18
,2010,2018/03/15 00:38:08.61,413,3210,-15964,126,-108,-309,-49,83,-132,-17
,2011,2018/03/15 00:38:08.63,449,3108,-16036,196,-152,-272,-49,82,-131,-16
,2012,2018/03/15 00:38:08.65,316,3029,-15975,259,-182,-179,-45,87,-132,-21
,2013,2018/03/15 00:38:08.67,251,3008,-16006,245,-236,-81,-41,97,-138,-28
,2014,2018/03/15 00:38:08.69,377,3111,-16164,205,-352,3,-43,96,-139,-26
,2015,2018/03/15 00:38:08.71,282,3130,-15997,165,-428,87,-49,82,-131,-16
,2016,2018/03/15 00:38:08.73,270,3095,-15956,58,-445,128,-47,92,-139,-22
,2017,2018/03/15 00:38:08.75,64,3122,-15950,56,-488,171,-51,84,-135,-16
,2018,2018/03/15 00:38:08.77,193,3091,-16077,-28,-493,218,-45,89,-134,-22
,2019,2018/03/15 00:38:08.79,112,3158,-15903,-122,-425,238,-43,85,-128,-21
,2020,2018/03/15 00:38:08.81,135,3188,-15923,-344,-194,241,-52,86,-138,-17
,2021,2018/03/15 00:38:08.83,178,3349,-15902,-418,-84,245,-52,95,-147,-21
,2022,2018/03/15 00:38:08.85,164,3532,-16025,-446,-20,201,-45,99,-144,-27
,2023,2018/03/15 00:38:08.87,196,3565,-15977,-370,-73,144,-45,103,-148,-29
,2024,2018/03/15 00:38:08.89,187,3539,-15972,-347,-3,49,-57,90,-147,-16
,2025,2018/03/15 00:38:08.91,276,3588,-16092,-253,35,-22,-56,89,-145,-16
,2026,2018/03/15 00:38:08.93,252,3454,-16133,-193,55,-67,-54,84,-138,-15
,2027,2018/03/15 00:38:08.95,191,3471,-16168,-130,15,-80,-49,83,-132,-17
,2028,2018/03/15 00:38:08.97,106,3452,-16173,-124,12,-48,-56,92,-148,-18
,2029,2018/03/15 00:38:08.99,148,3384,-16173,-94,13,12,-56,90,-146,-17
,2030,2018/03/15 00:38:09.01,160,3241,-16150,-56,-22,120,-45,100,-145,-27
,2031,2018/03/15 00:38:09.03,42,3183,-16008,-25,-15,256,-56,103,-159,-23
,2032,2018/03/15 00:38:09.05,176,3305,-15940,-54,71,365,-51,110,-161,-29
,2033,2018/03/15 00:38:09.07,120,3363,-15972,-224,190,363,-51,101,-152,-25
,2034,2018/03/15 00:38:09.09,161,3470,-15968,-369,230,329,-56,95,-151,-19
,2035,2018/03/15 00:38:09.11,178,3542,-15974,-531,204,250,-92,55,-147,18
,2036,2018/03/15 00:38:09.13,202,3566,-15993,-563,157,143,-92,60,-152,16
,2037,2018/03/15 00:38:09.15,259,3539,-16008,-489,137,50,-71,78,-149,-3
,2038,2018/03/15 00:38:09.17,288,3544,-16040,-227,150,-16,-74,69,-143,2
,2039,2018/03/15 00:38:09.19,343,3537,-15990,174,176,-94,-77,73,-150,2
,2040,2018/03/15 00:38:09.21,355,3478,-16005,331,194,-110,-92,49,-141,21
,2041,2018/03/15 00:38:09.23,367,3417,-15976,392,194,-103,-90,49,-139,20
,2042,2018/03/15 00:38:09.25,328,3294,-16037,440,132,-13,-101,39,-140,31
,2043,2018/03/15 00:38:09.27,421,3279,-16009,416,93,90,-85,49,-134,18
,2044,2018/03/15 00:38:09.29,328,3303,-16010,356,73,215,-65,70,-135,-2
,2045,2018/03/15 00:38:09.31,357,3240,-16031,318,88,291,-60,84,-144,-12
,2046,2018/03/15 00:38:09.33,443,3332,-16035,290,84,341,-54,99,-153,-22
,2047,2018/03/15 00:38:09.35,448,3310,-16127,247,84,305,-52,91,-143,-19
,2048,2018/03/15 00:38:09.37,412,3346,-16062,241,56,241,-42,105,-147,-31
,2049,2018/03/15 00:38:09.39,407,3368,-16086,181,53,182,-32,109,-141,-38
,2050,2018/03/15 00:38:09.41,374,3331,-16018,156,19,127,-33,110,-143,-38
,2051,2018/03/15 00:38:09.43,439,3281,-16052,98,2,84,-56,106,-162,-25
,2052,2018/03/15 00:38:09.45,405,3290,-16075,55,16,66,-71,69,-140,1
,2053,2018/03/15 00:38:09.47,437,3254,-16104,-10,49,48,-96,25,-121,35
,2054,2018/03/15 00:38:09.49,445,3251,-16208,30,-3,38,-128,-11,-117,69
,2055,2018/03/15 00:38:09.51,400,3360,-16008,61,-6,38,-141,-13,-128,77
,2056,2018/03/15 00:38:09.53,413,3436,-16008,51,64,12,-110,22,-132,44
,2057,2018/03/15 00:38:09.55,441,3463,-16048,64,64,-62,-54,74,-128,-10
,2058,2018/03/15 00:38:09.57,371,3415,-16080,79,-15,-76,-27,111,-138,-42
,2059,2018/03/15 00:38:09.59,367,3368,-16087,77,-110,-55,-14,127,-141,-56
,2060,2018/03/15 00:38:09.61,448,3328,-16020,47,-169,6,-9,134,-143,-62
,2061,2018/03/15 00:38:09.63,317,3328,-16056,40,-189,79,-5,155,-160,-75
,2062,2018/03/15 00:38:09.65,332,3285,-16072,90,-180,152,2,164,-162,-83
,2063,2018/03/15 00:38:09.67,337,3319,-16044,135,-166,212,13,164,-151,-88
,2064,2018/03/15 00:38:09.69,377,3345,-16000,162,-160,210,8,157,-149,-82
,2065,2018/03/15 00:38:09.71,318,3368,-16072,138,-119,191,-8,145,-153,-68
,2066,2018/03/15 00:38:09.73,330,3404,-16080,127,-139,145,-20,131,-151,-55
,2067,2018/03/15 00:38:09.75,296,3396,-16118,99,-147,102,-37,115,-152,-39
,2068,2018/03/15 00:38:09.77,304,3377,-16072,137,-149,89,-72,70,-142,1
,2069,2018/03/15 00:38:09.79,284,3345,-16020,112,-80,50,-114,10,-124,52
,2070,2018/03/15 00:38:09.81,337,3288,-16081,145,-65,39,-143,-23,-120,83
,2071,2018/03/15 00:38:09.83,273,3349,-16055,200,-77,33,-116,15,-131,50
,2072,2018/03/15 00:38:09.85,278,3358,-16060,244,-88,21,-80,70,-150,5
,2073,2018/03/15 00:38:09.87,296,3378,-16055,272,-97,16,-37,107,-144,-35
,2074,2018/03/15 00:38:09.89,263,3327,-16059,276,-99,25,-12,134,-146,-61
,2075,2018/03/15 00:38:09.91,257,3299,-16061,317,-95,18,-4,146,-150,-71
,2076,2018/03/15 00:38:09.93,279,3256,-16062,323,-79,35,-15,140,-155,-62
,2077,2018/03/15 00:38:09.95,285,3227,-15993,338,-61,42,0,155,-155,-77
,2078,2018/03/15 00:38:09.97,222,3192,-16023,366,-43,38,2,157,-155,-79
,2079,2018/03/15 00:38:09.99,243,3221,-16026,371,-6,45,-6,145,-151,-69
,2080,2018/03/15 00:38:10.01,241,3121,-16057,359,14,26,-9,140,-149,-65
,2081,2018/03/15 00:38:10.03,284,3195,-16075,303,36,34,-15,131,-146,-58
,2082,2018/03/15 00:38:10.05,256,3214,-16083,228,19,24,-28,113,-141,-42
,2083,2018/03/15 00:38:10.07,303,3113,-16039,152,28,22,-32,114,-146,-41
,2084,2018/03/15 00:38:10.09,255,3158,-16075,149,1,17,-52,94,-146,-21
,2085,2018/03/15 00:38:10.11,279,3176,-16139,147,-13,-19,-74,60,-134,7
,2086,2018/03/15 00:38:10.13,268,3145,-16101,129,-14,-37,-118,12,-130,53
,2087,2018/03/15 00:38:10.15,314,3103,-16023,94,15,-32,-153,-29,-124,91
,2088,2018/03/15 00:38:10.17,211,3124,-16091,97,27,-35,-134,-8,-126,71
,2089,2018/03/15 00:38:10.19,300,3138,-16095,125,49,-28,-85,52,-137,16
,2090,2018/03/15 00:38:10.21,280,3159,-16103,140,68,-39,-41,94,-135,-26
,2091,2018/03/15 00:38:10.23,304,3088,-16171,228,41,-14,-14,125,-139,-55
,2092,2018/03/15 00:38:10.25,247,3048,-16046,290,40,10,-3,140,-143,-68
,2093,2018/03/15 00:38:10.27,220,3123,-15969,294,134,6,18,159,-141,-88
,2094,2018/03/15 00:38:10.29,287,3085,-16045,258,231,-11,11,158,-147,-84
,2095,2018/03/15 00:38:10.31,353,3121,-16148,199,241,-71,15,155,-140,-85
,2096,2018/03/15 00:38:10.33,273,3141,-16117,183,153,-117,-9,143,-152,-67
,2097,2018/03/15 00:38:10.35,360,3092,-16132,148,129,-155,-13,133,-146,-60
,2098,2018/03/15 00:38:10.37,325,3071,-16111,124,83,-160,-16,134,-150,-59
,2099,2018/03/15 00:38:10.39,404,2987,-16071,66,74,-119,-24,124,-148,-50
,2100,2018/03/15 00:38:10.41,359,2996,-16136,79,35,-82,-25,118,-143,-46
,2101,2018/03/15 00:38:10.43,336,3012,-16062,46,3,-30,-31,124,-155,-46
,2102,2018/03/15 00:38:10.45,336,3033,-16115,31,-34,0,-36,116,-152,-40
,2103,2018/03/15 00:38:10.47,328,3005,-16144,-22,-51,15,-30,108,-138,-39
,2104,2018/03/15 00:38:10.49,393,3090,-16092,-37,-46,4,-30,104,-134,-37
,2105,2018/03/15 00:38:10.51,425,3039,-16055,-49,-17,-25,-42,98,-140,-28
,2106,2018/03/15 00:38:10.53,397,3097,-16058,-31,40,-42,-42,96,-138,-27
,2107,2018/03/15 00:38:10.55,361,3047,-16108,-35,58,-84,-42,94,-136,-26
,2108,2018/03/15 00:38:10.57,336,3031,-16113,-22,38,-118,-46,86,-132,-20
,2109,2018/03/15 00:38:10.59,431,3061,-16144,-42,41,-142,-51,96,-147,-22
,2110,2018/03/15 00:38:10.61,405,3094,-16145,-7,26,-135,-51,99,-150,-24
,2111,2018/03/15 00:38:10.63,333,3054,-16098,-37,-2,-108,-48,92,-140,-22
,2112,2018/03/15 00:38:10.65,385,3117,-16110,-48,-14,-102,-47,90,-137,-21
,2113,2018/03/15 00:38:10.67,258,3072,-16133,-83,-38,-66,-50,97,-147,-23
,2114,2018/03/15 00:38:10.69,388,3131,-16069,-40,-41,-41,-43,101,-144,-29
,2115,2018/03/15 00:38:10.71,350,3157,-16149,-58,-44,-48,-48,84,-132,-18
,2116,2018/03/15 00:38:10.73,287,3105,-16106,-58,-59,-35,-60,65,-125,-2
,2117,2018/03/15 00:38:10.75,304,3139,-16069,-48,-52,-54,-65,72,-137,-3
,2118,2018/03/15 00:38:10.77,278,3201,-16032,-47,-17,-46,-60,84,-144,-12
,2119,2018/03/15 00:38:10.79,321,3175,-16097,-26,-11,-50,-48,92,-140,-22
,2120,2018/03/15 00:38:10.81,240,3194,-16100,-14,7,-56,-52,84,-136,-16
,2121,2018/03/15 00:38:10.83,281,3170,-16092,22,26,-55,-54,88,-142,-17
,2122,2018/03/15 00:38:10.85,359,3202,-16056,63,22,-71,-59,82,-141,-11
,2123,2018/03/15 00:38:10.87,317,3194,-16096,89,34,-92,-59,91,-150,-16
,2124,2018/03/15 00:38:10.89,303,3140,-16090,80,11,-126,-55,92,-147,-18
,2125,2018/03/15 00:38:10.91,344,3076,-16141,78,-15,-114,-56,89,-145,-16
,2126,2018/03/15 00:38:10.93,351,3083,-16126,47,-15,-98,-57,89,-146,-16
,2127,2018/03/15 00:38:10.95,254,3083,-16124,52,-34,-59,-59,89,-148,-15
,2128,2018/03/15 00:38:10.97,266,3027,-16164,86,-90,-10,-60,89,-149,-14
,2129,2018/03/15 00:38:10.99,242,3040,-16039,122,-93,16,-56,83,-139,-13
,2130,2018/03/15 00:38:11.01,326,3118,-16022,130,5,26,-57,82,-139,-12
,2131,2018/03/15 00:38:11.03,227,3183,-16063,120,99,2,-61,80,-141,-9
,2132,2018/03/15 00:38:11.05,319,3127,-16139,119,126,-41,-60,88,-148,-14
,2133,2018/03/15 00:38:11.07,325,3138,-16136,150,65,-84,-47,98,-145,-25
,2134,2018/03/15 00:38:11.09,396,3124,-16160,197,42,-93,-48,98,-146,-25
,2135,2018/03/15 00:38:11.11,393,3064,-16122,209,36,-101,-46,93,-139,-23
,2136,2018/03/15 00:38:11.13,304,3037,-16081,225,31,-93,-33,103,-136,-35
,2137,2018/03/15 00:38:11.15,360,2995,-16097,198,12,-66,-41,99,-140,-29
,2138,2018/03/15 00:38:11.17,370,3020,-16112,182,-9,-10,-49,92,-141,-21
,2139,2018/03/15 00:38:11.19,436,3014,-16092,187,-29,17,-51,90,-141,-19
,2140,2018/03/15 00:38:11.21,296,2983,-16190,202,-46,48,-50,95,-145,-22
,2141,2018/03/15 00:38:11.23,351,2994,-16135,199,-55,71,-45,97,-142,-26
,2142,2018/03/15 00:38:11.25,343,2981,-16117,213,-56,79,-44,101,-145,-28
,2143,2018/03/15 00:38:11.27,338,3029,-16121,206,-50,85,-47,104,-151,-28
,2144,2018/03/15 00:38:11.29,371,3030,-16178,192,-16,73,-47,101,-148,-27
,2145,2018/03/15 00:38:11.31,315,3036,-16142,189,-20,34,-52,105,-157,-26
,2146,2018/03/15 00:38:11.33,348,3030,-16084,214,15,-18,-50,109,-159,-29
,2147,2018/03/15 00:38:11.35,325,3028,-16110,197,14,-39,-55,101,-156,-23
,2148,2018/03/15 00:38:11.37,302,3029,-16099,150,10,-80,-54,100,-154,-23
,2149,2018/03/15 00:38:11.39,275,2976,-16119,98,-12,-98,-57,99,-156,-21
,2150,2018/03/15 00:38:11.41,298,2922,-16169,92,-9,-73,-60,90,-150,-15
,2151,2018/03/15 00:38:11.43,254,2934,-16089,98,-7,-40,-60,97,-157,-18
,2152,2018/03/15 00:38:11.45,310,2910,-16094,92,-23,-13,-60,97,-157,-18
,2153,2018/03/15 00:38:11.47,337,2949,-16139,94,7,14,-56,93,-149,-18
,2154,2018/03/15 00:38:11.49,272,2959,-16158,48,-1,28,-55,91,-146,-18
,2155,2018/03/15 00:38:11.51,330,2977,-16115,57,-4,-8,-50,96,-146,-23
,2156,2018/03/15 00:38:11.53,344,2995,-16132,46,-7,-20,-46,89,-135,-21
,2157,2018/03/15 00:38:11.55,414,2939,-16100,63,-24,-31,-42,94,-136,-26
,2158,2018/03/15 00:38:11.57,293,2979,-16169,86,-22,-34,-47,83,-130,-18
,2159,2018/03/15 00:38:11.59,355,2993,-16135,109,-41,-50,-40,100,-140,-30
,2160,2018/03/15 00:38:11.61,349,2927,-16141,91,-47,-46,-48,86,-134,-19
,2161,2018/03/15 00:38:11.63,362,2941,-16130,104,-78,-24,-57,82,-139,-12
,2162,2018/03/15 00:38:11.65,275,2946,-16120,119,-65,-4,-51,92,-143,-20
,2163,2018/03/15 00:38:11.67,325,2971,-16084,110,-72,25,-48,96,-144,-24
,2164,2018/03/15 00:38:11.69,281,2945,-16180,111,-55,37,-41,96,-137,-27
,2165,2018/03/15 00:38:11.71,325,2952,-16214,117,-86,36,-47,88,-135,-20
,2166,2018/03/15 00:38:11.73,229,2921,-16111,193,-149,51,-35,104,-139,-34
,2167,2018/03/15 00:38:11.75,318,2890,-15964,239,-95,74,-45,91,-136,-23
,2168,2018/03/15 00:38:11.77,194,2924,-15994,195,66,70,-45,95,-140,-25
,2169,2018/03/15 00:38:11.79,251,2991,-16115,123,157,19,-32,103,-135,-35
,2170,2018/03/15 00:38:11.81,344,2997,-16166,97,137,-36,-36,103,-139,-33
,2171,2018/03/15 00:38:11.83,320,2965,-16145,131,69,-98,-33,105,-138,-36
,2172,2018/03/15 00:38:11.85,306,2930,-16082,147,38,-137,-45,104,-149,-29
,2173,2018/03/15 00:38:11.87,364,2898,-16120,116,71,-130,-41,103,-144,-31
,2174,2018/03/15 00:38:11.89,352,2850,-16182,75,31,-81,-43,104,-147,-30
,2175,2018/03/15 00:38:11.91,228,2802,-16168,59,3,-55,-51,96,-147,-22
,2176,2018/03/15 00:38:11.93,317,2848,-16175,52,-20,7,-53,106,-159,-26
,2177,2018/03/15 00:38:11.95,325,2854,-16181,41,-1,25,-43,103,-146,-30
,2178,2018/03/15 00:38:11.97,289,2901,-16130,66,-41,11,-65,85,-150,-10
,2179,2018/03/15 00:38:11.99,327,2811,-16165,54,-13,-12,-81,64,-145,8
,2180,2018/03/15 00:38:12.01,248,2891,-16150,39,2,-22,-98,33,-131,32
,2181,2018/03/15 00:38:12.03,383,2848,-16203,29,30,-59,-128,-3,-125,65
,2182,2018/03/15 00:38:12.05,339,2857,-16204,46,11,-64,-149,-30,-119,89
,2183,2018/03/15 00:38:12.07,328,2830,-16139,39,17,-70,-143,-28,-115,85
,2184,2018/03/15 00:38:12.09,312,2910,-16185,48,31,-58,-136,-14,-122,75
,2185,2018/03/15 00:38:12.11,380,2875,-16148,53,13,-50,-127,-4,-123,65
,2186,2018/03/15 00:38:12.13,330,2858,-16127,-8,6,-62,-108,10,-118,49
,2187,2018/03/15 00:38:12.15,406,2868,-16136,19,0,-52,-100,21,-121,39
,2188,2018/03/15 00:38:12.17,320,2890,-16137,48,-20,-22,-91,32,-123,29
,2189,2018/03/15 00:38:12.19,267,2903,-16140,55,-17,-16,-80,53,-133,13
,2190,2018/03/15 00:38:12.21,380,2935,-16150,20,-53,-22,-58,77,-135,-9
,2191,2018/03/15 00:38:12.23,356,2954,-16157,1,-43,-38,-38,94,-132,-28
,2192,2018/03/15 00:38:12.25,270,2912,-16107,11,-34,-41,-23,124,-147,-50
,2193,2018/03/15 00:38:12.27,304,2917,-16129,28,-44,-50,0,151,-151,-75
,2194,2018/03/15 00:38:12.29,223,2969,-16131,41,-65,-32,35,174,-139,-104
,2195,2018/03/15 00:38:12.31,283,2960,-16155,39,-48,-37,41,182,-141,-111
,2196,2018/03/15 00:38:12.33,321,2939,-16172,34,-51,-21,48,188,-140,-118
,2197,2018/03/15 00:38:12.35,362,2894,-16105,103,-40,-9,43,182,-139,-112
,2198,2018/03/15 00:38:12.37,291,2961,-16141,105,-43,-6,37,180,-143,-108
,2199,2018/03/15 00:38:12.39,304,2903,-16102,121,-24,-7,20,159,-139,-89
,2200,2018/03/15 00:38:12.41,287,2900,-16077,135,-33,-16,14,154,-140,-84
,2201,2018/03/15 00:38:12.43,251,2873,-16156,135,-28,-18,9,158,-149,-83
,2202,2018/03/15 00:38:12.45,287,2940,-16191,101,-13,-22,2,153,-151,-77
,2203,2018/03/15 00:38:12.47,242,2852,-16165,108,-38,-11,-14,136,-150,-61
,2204,2018/03/15 00:38:12.49,264,2788,-16250,171,-64,8,-18,124,-142,-53
,2205,2018/03/15 00:38:12.51,181,2789,-16067,266,-91,61,-21,114,-135,-46
,2206,2018/03/15 00:38:12.53,326,2787,-16047,206,59,78,-32,109,-141,-38
,2207,2018/03/15 00:38:12.55,269,2845,-16139,145,128,59,-32,112,-144,-40
,2208,2018/03/15 00:38:12.57,354,2901,-16231,75,81,-44,-32,107,-139,-37
,2209,2018/03/15 00:38:12.59,391,2869,-16161,80,-2,-130,-52,95,-147,-21
,2210,2018/03/15 00:38:12.61,346,2825,-16212,60,6,-155,-49,97,-146,-24
,2211,2018/03/15 00:38:12.63,356,2731,-16158,48,-33,-147,-52,93,-145,-20
,2212,2018/03/15 00:38:12.65,327,2686,-16196,33,-41,-89,-57,89,-146,-16
,2213,2018/03/15 00:38:12.67,325,2717,-16129,36,-89,19,-56,91,-147,-17
,2214,2018/03/15 00:38:12.69,268,2790,-16109,15,-53,73,-54,94,-148,-20
,2215,2018/03/15 00:38:12.71,275,2826,-16199,-7,-46,80,-56,92,-148,-18
,2216,2018/03/15 00:38:12.73,315,2866,-16166,22,-46,60,-61,94,-155,-16
,2217,2018/03/15 00:38:12.75,362,2835,-16218,38,-34,18,-64,90,-154,-13
,2218,2018/03/15 00:38:12.77,238,2794,-16157,60,9,-28,-50,103,-153,-26
,2219,2018/03/15 00:38:12.79,327,2880,-16172,68,28,-60,-58,98,-156,-20
,2220,2018/03/15 00:38:12.81,273,2817,-16120,77,22,-67,-56,93,-149,-18
,2221,2018/03/15 00:38:12.83,369,2829,-16147,79,31,-71,-62,91,-153,-14
,2222,2018/03/15 00:38:12.85,255,2861,-16160,50,28,-73,-61,97,-158,-18
,2223,2018/03/15 00:38:12.87,342,2863,-16186,32,29,-80,-54,96,-150,-21
,2224,2018/03/15 00:38:12.89,321,2852,-16181,40,18,-78,-47,103,-150,-28
,2225,2018/03/15 00:38:12.91,212,2838,-16104,80,21,-52,-45,114,-159,-34
,2226,2018/03/15 00:38:12.93,270,2807,-16121,119,8,-36,-47,112,-159,-32
,2227,2018/03/15 00:38:12.95,245,2787,-16149,103,1,-16,-57,104,-161,-23
,2228,2018/03/15 00:38:12.97,292,2800,-16169,70,-3,-26,-79,83,-162,-2
,2229,2018/03/15 00:38:12.99,290,2793,-16133,13,-5,-34,-109,49,-158,30
,2230,2018/03/15 00:38:13.01,305,2841,-16194,-24,-26,-35,-130,16,-146,57
,2231,2018/03/15 00:38:13.03,301,2797,-16187,-16,-11,-37,-272,-143,-129,207
,2232,2018/03/15 00:38:13.05,265,2815,-16130,32,5,-87,-469,-355,-114,412
,2233,2018/03/15 00:38:13.07,267,2805,-16151,86,-7,-87,-374,-250,-124,312
,2234,2018/03/15 00:38:13.09,400,2813,-16161,107,3,-95,-266,-135,-131,200
,2235,2018/03/15 00:38:13.11,257,2747,-16169,111,-6,-82,-213,-80,-133,146
,2236,2018/03/15 00:38:13.13,249,2764,-16153,107,-29,-30,-170,-40,-130,105
,2237,2018/03/15 00:38:13.15,322,2741,-16142,120,-4,-8,-131,-11,-120,71
,2238,2018/03/15 00:38:13.17,297,2785,-16188,113,-15,5,-108,16,-124,46
,2239,2018/03/15 00:38:13.19,239,2832,-16203,82,-6,-3,-88,36,-124,26
,2240,2018/03/15 00:38:13.21,264,2810,-16203,91,-36,-9,-84,38,-122,23
,2241,2018/03/15 00:38:13.23,202,2710,-16271,103,-79,-14,-80,51,-131,14
,2242,2018/03/15 00:38:13.25,249,2709,-16079,169,-65,7,-69,63,-132,3
,2243,2018/03/15 00:38:13.27,158,2753,-16075,74,73,16,-59,75,-134,-8
,2244,2018/03/15 00:38:13.29,265,2849,-16092,7,123,-16,-56,79,-135,-11
,2245,2018/03/15 00:38:13.31,302,2867,-16217,-33,104,-69,-58,78,-136,-10
